Orthogroup	Arabidopsis_thaliana	Avena_sativa	Brachypodium_distachyon	Hordeum_vulgare	Oryza_sativa	Sorghum_bicolor	Triticum_aestivum	Triticum_turgidum	Zea_mays
OG0027922								TRITD1Av1G220020.9	
OG0027923					Os08g0223200				
OG0027924						SORBI_3007G060400			
OG0027925								TRITD1Bv1G007220.4	
OG0027926		AVESA.00018a.r1.1DG00876540.1							
OG0027927			Bradi1g39082.1.p						
OG0027928				HORVU.MOREX.r3.5HG0455590.1					
OG0027929					Os02g0329450				
OG0027930			Bradi3g05091.1.p						
OG0027931	AT1G08350.2								
OG0027932			Bradi1g36455.1.p						
OG0027933								TRITD7Av1G116880.4	
OG0027934								TRITD4Av1G184190.1	
OG0027935	AT1G67870.1								
OG0027936									Zm00001eb276990_P001
OG0027937					Os01g0226633				
OG0027938							TraesCS4B03G0754600.1		
OG0027939	AT1G72545.1								
OG0027940		AVESA.00018a.r1.6DG05357040.1							
OG0027941			Bradi1g66475.1.p						
OG0027942									Zm00001eb026210_P001
OG0027943					Os01g0586000				
OG0027944		AVESA.00018a.r1.2AG01016850.1							
OG0027945		AVESA.00018a.r1.5AG03678790.1							
OG0027946								TRITD2Bv1G231130.1	
OG0027947						SORBI_3001G178800			
OG0027948							TraesCS6A03G0132700.1		
OG0027949					Os01g0652000				
OG0027950							TraesCS7A03G0300600.1		
OG0027951	AT4G25707.1								
OG0027952						SORBI_3004G177900			
OG0027953						SORBI_3004G197300			
OG0027954			Bradi1g63622.1.p						
OG0027955			Bradi2g51734.2.p						
OG0027956						SORBI_3001G197500			
OG0027957	AT5G41025.1								
OG0027958					Os03g0668066				
OG0027959							TraesCS7D03G0247200.1		
OG0027960									Zm00001eb072110_P001
OG0027961					Os04g0175300				
OG0027962		AVESA.00018a.r1.1AG00273910.1							
OG0027963					Os11g0574266				
OG0027964					Os08g0259100				
OG0027965					Os08g0274850				
OG0027966							TraesCS6B03G0898000.1		
OG0027967					Os02g0542450				
OG0027968				HORVU.MOREX.r3.1HG0080550.1					
OG0027969									Zm00001eb014220_P001
OG0027970									Zm00001eb317610_P001
OG0027971						SORBI_3010G063000			
OG0027972			Bradi3g41732.1.p						
OG0027973			Bradi1g31614.1.p						
OG0027974						SORBI_3001G322766			
OG0027975						SORBI_3004G010101			
OG0027976								TRITD1Bv1G198170.1	
OG0027977	AT4G26720.1								
OG0027978			Bradi5g18550.2.p						
OG0027979					Os01g0324300				
OG0027980					Os10g0562550				
OG0027981							TraesCS2B03G0273100.1		
OG0027982							TraesCS4B03G0416600.1		
OG0027983			Bradi1g23824.1.p						
OG0027984					Os01g0915666				
OG0027985							TraesCS4A03G0881200.1		
OG0027986					Os10g0490150				
OG0027987			Bradi4g10441.1.p						
OG0027988		AVESA.00018a.r1.5DG04368450.1							
OG0027989			Bradi2g40465.1.p						
OG0027990		AVESA.00018a.r1.5DG04406590.1							
OG0027991		AVESA.00018a.r1.4AG02751850.1							
OG0027992	AT2G38510.1								
OG0027993								TRITD6Av1G130530.1	
OG0027994					Os06g0314300				
OG0027995		AVESA.00018a.r1.3CG02130630.1							
OG0027996								TRITD6Bv1G214190.2	
OG0027997							TraesCS2D03G0316200.1		
OG0027998					Os08g0542300				
OG0027999		AVESA.00018a.r1.4AG02749570.1							
OG0028000					Os08g0497750				
OG0028001								TRITD1Av1G226860.4	
OG0028002									Zm00001eb252910_P001
OG0028003					Os11g0556132				
OG0028004					Os09g0483000				
OG0028005				HORVU.MOREX.r3.2HG0156460.1					
OG0028006									Zm00001eb216900_P002
OG0028007					Os04g0688050				
OG0028008					Os10g0336300				
OG0028009									Zm00001eb044730_P001
OG0028010					Os03g0856600				
OG0028011								TRITD3Bv1G146040.2	
OG0028012			Bradi4g28435.1.p						
OG0028013							TraesCS1A03G0552500.1		
OG0028014					Os11g0450225				
OG0028015		AVESA.00018a.r1.7CG05906370.1							
OG0028016						SORBI_3003G020000			
OG0028017			Bradi3g14782.1.p						
OG0028018						SORBI_3002G277432			
OG0028019		AVESA.00018a.r1.4DG03612070.1							
OG0028020		AVESA.00018a.r1.2CG01258970.1							
OG0028021						SORBI_3001G481850			
OG0028022							TraesCS2A03G0154600.1		
OG0028023					Os07g0644550				
OG0028024			Bradi3g18583.1.p						
OG0028025									Zm00001eb073840_P001
OG0028026							TraesCS1D03G0805800.1		
OG0028027	AT3G45950.1								
OG0028028								TRITD3Bv1G006330.1	
OG0028029						SORBI_3008G093300			
OG0028030						SORBI_3001G150000			
OG0028031									Zm00001eb191760_P001
OG0028032								TRITD3Bv1G283390.1	
OG0028033						SORBI_3003G322600			
OG0028034			Bradi1g70653.1.p						
OG0028035			Bradi2g01106.1.p						
OG0028036					Os06g0329200				
OG0028037	AT3G30823.1								
OG0028038					Os04g0357500				
OG0028039								TRITD4Av1G224490.1	
OG0028040					Os05g0588225				
OG0028041		AVESA.00018a.r1.5CG03983760.1							
OG0028042		AVESA.00018a.r1.1AG00021680.1							
OG0028043									Zm00001eb223410_P001
OG0028044	AT5G49920.1								
OG0028045								TRITD3Av1G051820.1	
OG0028046									Zm00001eb259090_P001
OG0028047					Os12g0495263				
OG0028048			Bradi2g38655.1.p						
OG0028049								TRITD3Av1G261510.4	
OG0028050					Os11g0690242				
OG0028051			Bradi3g36544.1.p						
OG0028052				HORVU.MOREX.r3.4HG0391980.1					
OG0028053							TraesCS4D03G0776700.1		
OG0028054					Os10g0414401				
OG0028055					Os02g0567700				
OG0028056						SORBI_3009G258150			
OG0028057	AT2G31920.1								
OG0028058									Zm00001eb398460_P001
OG0028059							TraesCS2D03G0859500.1		
OG0028060						SORBI_3007G108800			
OG0028061						SORBI_3004G305733			
OG0028062					Os07g0570600				
OG0028063		AVESA.00018a.r1.2CG01423240.1							
OG0028064						SORBI_3007G071700			
OG0028065									Zm00001eb415290_P001
OG0028066					Os12g0113600				
OG0028067		AVESA.00018a.r1.4AG02882340.1							
OG0028068			Bradi2g48165.1.p						
OG0028069						SORBI_3004G358150			
OG0028070					Os03g0393100				
OG0028071					Os11g0527600				
OG0028072		AVESA.00018a.r1.2DG01608180.1							
OG0028073						SORBI_3006G147350			
OG0028074						SORBI_3001G469150			
OG0028075	AT4G20250.1								
OG0028076			Bradi3g40091.1.p						
OG0028077					Os07g0209301				
OG0028078						SORBI_3006G138700			
OG0028079		AVESA.00018a.r1.7DG06225080.2							
OG0028080						SORBI_3005G052400			
OG0028081									Zm00001eb193290_P003
OG0028082		AVESA.00018a.r1.1CG00510140.1							
OG0028083		AVESA.00018a.r1.2CG01362540.1							
OG0028084			Bradi3g06095.1.p						
OG0028085	AT4G20040.1								
OG0028086							TraesCS7D03G0142300.1		
OG0028087						SORBI_3004G136333			
OG0028088								TRITD6Bv1G066880.2	
OG0028089						SORBI_3008G159250			
OG0028090		AVESA.00018a.r1.2DG01544970.1							
OG0028091									Zm00001eb001320_P001
OG0028092			Bradi3g43513.1.p						
OG0028093							TraesCS5D03G0882900.1		
OG0028094						SORBI_3003G005266			
OG0028095		AVESA.00018a.r1.3DG02564580.1							
OG0028096							TraesCS7B03G0354700.1		
OG0028097	AT2G21185.1								
OG0028098			Bradi1g13845.1.p						
OG0028099			Bradi5g26655.1.p						
OG0028100						SORBI_3002G201950			
OG0028101							TraesCS5D03G0868800.1		
OG0028102							TraesCSU03G0546500.1		
OG0028103	AT1G02710.1								
OG0028104		AVESA.00018a.r1.1AG00336910.1							
OG0028105		AVESA.00018a.r1.7DG06259410.1							
OG0028106						SORBI_3006G046100			
OG0028107					Os01g0853900				
OG0028108							TraesCS3D03G0792700.1		
OG0028109			Bradi3g09782.1.p						
OG0028110					Os12g0211900				
OG0028111					Os04g0109250				
OG0028112						SORBI_3003G252850			
OG0028113			Bradi1g13973.1.p						
OG0028114								TRITD1Av1G113470.5	
OG0028115							TraesCS3A03G0196000.1		
OG0028116								TRITD0Uv1G010010.1	
OG0028117						SORBI_3006G150500			
OG0028118								TRITD6Bv1G002390.5	
OG0028119								TRITD2Bv1G175330.1	
OG0028120							TraesCS6B03G0526800.1		
OG0028121							TraesCS6D03G0121900.1		
OG0028122						SORBI_3010G086100			
OG0028123					Os02g0598350				
OG0028124			Bradi4g10992.1.p						
OG0028125					Os01g0676066				
OG0028126								TRITD5Av1G173360.1	
OG0028127						SORBI_3004G137801			
OG0028128						SORBI_3002G266250			
OG0028129	AT2G11215.1								
OG0028130		AVESA.00018a.r1.1AG00330530.1							
OG0028131			Bradi4g20077.1.p						
OG0028132					Os10g0491450				
OG0028133									Zm00001eb137950_P001
OG0028134						SORBI_3010G225701			
OG0028135						SORBI_3004G302150			
OG0028136									Zm00001eb094190_P001
OG0028137									Zm00001eb332390_P001
OG0028138	AT3G20620.1								
OG0028139									Zm00001eb132850_P001
OG0028140					Os03g0401225				
OG0028141					Os11g0275850				
OG0028142			Bradi3g08318.1.p						
OG0028143	AT3G19613.1								
OG0028144					Os11g0475700				
OG0028145					Os06g0207300				
OG0028146					Os07g0421932				
OG0028147						SORBI_3006G276401			
OG0028148							TraesCS1D03G0029900.1		
OG0028149						SORBI_3002G146601			
OG0028150					Os05g0197701				
OG0028151							TraesCS3B03G0792900.1		
OG0028152							TraesCS7D03G0320500.1		
OG0028153						SORBI_3010G232400			
OG0028154					Os01g0607600				
OG0028155							TraesCS2B03G1014400.1		
OG0028156					Os06g0149166				
OG0028157	AT2G33685.1								
OG0028158					Os07g0236300				
OG0028159			Bradi3g43285.1.p						
OG0028160						SORBI_3010G046801			
OG0028161									Zm00001eb430310_P001
OG0028162					Os04g0220650				
OG0028163		AVESA.00018a.r1.1AG00141070.1							
OG0028164						SORBI_3003G019450			
OG0028165		AVESA.00018a.r1.7CG05743860.1							
OG0028166				HORVU.MOREX.r3.1HG0038740.1					
OG0028167		AVESA.00018a.r1.7DG06257760.1							
OG0028168			Bradi4g28133.1.p						
OG0028169					Os11g0419425				
OG0028170							TraesCS7D03G0202300.1		
OG0028171					Os05g0528500				
OG0028172							TraesCS4B03G0797600.1		
OG0028173							TraesCS6A03G0794600.1		
OG0028174			Bradi3g04617.1.p						
OG0028175							TraesCS5A03G1092900.1		
OG0028176			Bradi1g56755.1.p						
OG0028177		AVESA.00018a.r1.7AG05440970.1							
OG0028178					Os08g0191650				
OG0028179						SORBI_3004G241850			
OG0028180					Os09g0549425				
OG0028181					Os02g0712550				
OG0028182					Os04g0346501				
OG0028183									Zm00001eb127060_P001
OG0028184						SORBI_3004G135900			
OG0028185									Zm00001eb090740_P001
OG0028186			Bradi5g12423.1.p						
OG0028187				HORVU.MOREX.r3.4HG0358160.1					
OG0028188				HORVU.MOREX.r3.4HG0409970.1					
OG0028189	AT3G29070.1								
OG0028190			Bradi1g55811.1.p						
OG0028191							TraesCS5A03G0793700.1		
OG0028192			Bradi5g15871.1.p						
OG0028193	AT3G26395.1								
OG0028194					Os11g0485500				
OG0028195									Zm00001eb417580_P001
OG0028196							TraesCS5A03G1132000.1		
OG0028197			Bradi3g09955.1.p						
OG0028198				HORVU.MOREX.r3.2HG0134600.1					
OG0028199							TraesCS4D03G0561900.2		
OG0028200					Os12g0109450				
OG0028201		AVESA.00018a.r1.2DG01513990.1							
OG0028202					Os02g0526650				
OG0028203					Os12g0506600				
OG0028204							TraesCS5B03G1382000.1		
OG0028205		AVESA.00018a.r1.6DG05225220.1							
OG0028206		AVESA.00018a.r1.4DG03512910.1							
OG0028207		AVESA.00018a.r1.1DG00698470.1							
OG0028208					Os10g0336450				
OG0028209					Os07g0571300				
OG0028210						SORBI_3007G139800			
OG0028211							TraesCS1A03G0656900.1		
OG0028212					Os05g0583400				
OG0028213								TRITD2Av1G266090.1	
OG0028214		AVESA.00018a.r1.4CG03063020.1							
OG0028215					Os05g0333000				
OG0028216						SORBI_3005G030233			
OG0028217						SORBI_3003G207700			
OG0028218					Os06g0495000				
OG0028219							TraesCS7B03G0520000.1		
OG0028220							TraesCS5D03G0735800.1		
OG0028221							TraesCS4B03G0523100.1		
OG0028222								TRITD1Bv1G177690.7	
OG0028223									Zm00001eb393440_P001
OG0028224	AT4G05091.1								
OG0028225					Os04g0372550				
OG0028226	AT3G14480.1								
OG0028227			Bradi2g51460.1.p						
OG0028228									Zm00001eb295570_P001
OG0028229	AT2G15440.1								
OG0028230								TRITD3Bv1G209400.1	
OG0028231					Os08g0149566				
OG0028232	AT1G17090.1								
OG0028233						SORBI_3009G020950			
OG0028234						SORBI_3001G217850			
OG0028235								TRITD5Bv1G146420.1	
OG0028236							TraesCS2A03G0078700.1		
OG0028237		AVESA.00018a.r1.1AG00252630.1							
OG0028238					Os01g0755550				
OG0028239							TraesCS1A03G0153800.1		
OG0028240					Os07g0136775				
OG0028241	AT3G08636.1								
OG0028242							TraesCS4D03G0278400.1		
OG0028243					Os05g0394900				
OG0028244			Bradi1g62264.1.p						
OG0028245		AVESA.00018a.r1.3CG02104200.1							
OG0028246						SORBI_3009G216600			
OG0028247									Zm00001eb087410_P001
OG0028248			Bradi3g18769.1.p						
OG0028249	AT3G57072.1								
OG0028250									Zm00001eb063930_P001
OG0028251	AT4G22160.2								
OG0028252						SORBI_3001G507550			
OG0028253			Bradi4g17244.1.p						
OG0028254						SORBI_3001G074500			
OG0028255									Zm00001eb424110_P001
OG0028256		AVESA.00018a.r1.1AG00238060.1							
OG0028257						SORBI_3010G151801			
OG0028258					Os04g0488300				
OG0028259	AT4G10910.1								
OG0028260								TRITD5Bv1G183550.10	
OG0028261			Bradi3g23142.1.p						
OG0028262			Bradi5g21615.1.p						
OG0028263		AVESA.00018a.r1.1DG00831660.1							
OG0028264							TraesCS3D03G0962800.1		
OG0028265			Bradi4g33965.1.p						
OG0028266					Os12g0425650				
OG0028267			Bradi1g29642.1.p						
OG0028268						SORBI_3007G092700			
OG0028269		AVESA.00018a.r1.7AG05662920.1							
OG0028270						SORBI_3001G376501			
OG0028271								TRITD4Bv1G202960.1	
OG0028272		AVESA.00018a.r1.3DG02625650.1							
OG0028273						SORBI_3007G080150			
OG0028274								TRITD6Bv1G089940.1	
OG0028275			Bradi3g10566.1.p						
OG0028276		AVESA.00018a.r1.3CG02341160.1							
OG0028277			Bradi3g54945.1.p						
OG0028278					Os03g0758551				
OG0028279								TRITD4Bv1G057750.3	
OG0028280	AT1G72500.1								
OG0028281							TraesCS6D03G0205600.1		
OG0028282							TraesCS6D03G0852500.1		
OG0028283				HORVU.MOREX.r3.7HG0735570.1					
OG0028284					Os05g0530801				
OG0028285						SORBI_3001G192750			
OG0028286		AVESA.00018a.r1.1AG00328530.1							
OG0028287						SORBI_3003G244800			
OG0028288							TraesCS1B03G1275200.1		
OG0028289		AVESA.00018a.r1.3AG02054620.1							
OG0028290							TraesCS1B03G1123100.1		
OG0028291				HORVU.MOREX.r3.1HG0079700.1					
OG0028292	AT3G59370.1								
OG0028293						SORBI_3003G043500			
OG0028294					Os08g0241900				
OG0028295					Os03g0370800				
OG0028296						SORBI_3009G018450			
OG0028297							TraesCS2B03G1401000.1		
OG0028298							TraesCS1D03G0154100.1		
OG0028299						SORBI_3002G019750			
OG0028300					Os05g0176901				
OG0028301									Zm00001eb009900_P001
OG0028302								TRITD1Av1G088970.1	
OG0028303			Bradi4g06913.1.p						
OG0028304					Os03g0236425				
OG0028305					Os09g0342751				
OG0028306							TraesCS3D03G1017800.1		
OG0028307			Bradi2g10723.1.p						
OG0028308						SORBI_3008G088854			
OG0028309							TraesCS4A03G1192500.1		
OG0028310		AVESA.00018a.r1.3CG02310250.1							
OG0028311					Os10g0324301				
OG0028312					Os08g0104501				
OG0028313					Os05g0524575				
OG0028314							TraesCS4A03G0160400.1		
OG0028315									Zm00001eb073610_P001
OG0028316						SORBI_3005G041900			
OG0028317	AT5G12850.1								
OG0028318			Bradi4g25138.1.p						
OG0028319		AVESA.00018a.r1.7DG06286840.1							
OG0028320							TraesCS4D03G0815100.1		
OG0028321			Bradi3g04096.2.p						
OG0028322			Bradi5g24693.1.p						
OG0028323			Bradi2g53542.1.p						
OG0028324								TRITD6Bv1G085870.1	
OG0028325						SORBI_3001G297966			
OG0028326	AT1G53260.1								
OG0028327		AVESA.00018a.r1.1DG00703490.1							
OG0028328					Os04g0320150				
OG0028329			Bradi2g18453.1.p						
OG0028330		AVESA.00018a.r1.1DG00744980.1							
OG0028331	AT2G10455.1								
OG0028332							TraesCS6D03G0039600.1		
OG0028333						SORBI_3001G459300			
OG0028334					Os08g0290300				
OG0028335									Zm00001eb383130_P001
OG0028336					Os02g0675550				
OG0028337									Zm00001eb298960_P001
OG0028338			Bradi4g42437.1.p						
OG0028339								TRITD0Uv1G024080.1	
OG0028340						SORBI_3003G399500			
OG0028341					Os08g0479601				
OG0028342									Zm00001eb166370_P001
OG0028343					Os11g0137450				
OG0028344	AT4G24030.1								
OG0028345			Bradi5g10416.1.p						
OG0028346					Os07g0190300				
OG0028347			Bradi1g56533.1.p						
OG0028348	AT1G12845.1								
OG0028349	AT3G53060.1								
OG0028350									Zm00001eb147790_P001
OG0028351					Os03g0422300				
OG0028352						SORBI_3002G125100			
OG0028353					Os04g0631900				
OG0028354							TraesCS5D03G1144000.1		
OG0028355					Os07g0646875				
OG0028356							TraesCS1A03G0211200.1		
OG0028357			Bradi4g32813.1.p						
OG0028358				HORVU.MOREX.r3.2HG0209030.1					
OG0028359		AVESA.00018a.r1.2DG01594320.1							
OG0028360					Os03g0677475				
OG0028361					Os04g0600500				
OG0028362	AT4G25433.1								
OG0028363								TRITD1Av1G100080.1	
OG0028364		AVESA.00018a.r1.6CG05184560.1							
OG0028365					Os04g0177800				
OG0028366							TraesCS6B03G0184300.1		
OG0028367					Os07g0201650				
OG0028368							TraesCS5A03G0642000.1		
OG0028369						SORBI_3001G538425			
OG0028370							TraesCS4D03G0312600.2		
OG0028371					Os08g0367850				
OG0028372		AVESA.00018a.r1.6CG04983420.1							
OG0028373			Bradi1g54340.1.p						
OG0028374						SORBI_3010G023132			
OG0028375									Zm00001eb025610_P001
OG0028376						SORBI_3010G214950			
OG0028377			Bradi1g50135.1.p						
OG0028378		AVESA.00018a.r1.6CG04938680.1							
OG0028379					Os12g0217032				
OG0028380						SORBI_3003G175350			
OG0028381	AT1G72645.1								
OG0028382								TRITD5Av1G002890.1	
OG0028383		AVESA.00018a.r1.6CG04907080.1							
OG0028384			Bradi4g16383.1.p						
OG0028385								TRITD2Av1G126510.1	
OG0028386								TRITD7Bv1G144170.1	
OG0028387			Bradi3g15535.1.p						
OG0028388					Os05g0388400				
OG0028389						SORBI_3006G066650			
OG0028390				HORVU.MOREX.r3.5HG0496220.1					
OG0028391									Zm00001eb280240_P001
OG0028392									Zm00001eb201740_P001
OG0028393		AVESA.00018a.r1.6AG04866740.1							
OG0028394								TRITD0Uv1G048010.1	
OG0028395								TRITD1Av1G142470.2	
OG0028396						SORBI_3007G097201			
OG0028397		AVESA.00018a.r1.4AG02956870.1							
OG0028398								TRITD3Bv1G056460.1	
OG0028399							TraesCS1D03G0919100.1		
OG0028400							TraesCS2A03G0224200.1		
OG0028401		AVESA.00018a.r1.1DG00807090.1							
OG0028402			Bradi3g48875.1.p						
OG0028403							TraesCS5D03G0918000.1		
OG0028404						SORBI_3006G038350			
OG0028405									Zm00001eb253920_P001
OG0028406							TraesCS5B03G1382300.1		
OG0028407							TraesCS4D03G0486500.1		
OG0028408		AVESA.00018a.r1.1AG00274630.1							
OG0028409							TraesCS5B03G0029100.1		
OG0028410	AT1G80865.1								
OG0028411			Bradi3g22791.1.p						
OG0028412		AVESA.00018a.r1.4DG03586460.1							
OG0028413	AT5G09711.1								
OG0028414						SORBI_3008G077550			
OG0028415	AT3G49710.1								
OG0028416			Bradi3g46476.1.p						
OG0028417			Bradi1g29025.2.p						
OG0028418			Bradi1g65693.1.p						
OG0028419		AVESA.00018a.r1.7DG05990670.1							
OG0028420									Zm00001eb417520_P001
OG0028421					Os01g0703800				
OG0028422					Os05g0173900				
OG0028423			Bradi1g28050.1.p						
OG0028424					Os12g0117350				
OG0028425		AVESA.00018a.r1.4AG02943440.1							
OG0028426								TRITD2Av1G267180.1	
OG0028427								TRITD6Av1G225690.1	
OG0028428	AT2G07724.1								
OG0028429								TRITD7Av1G119580.1	
OG0028430					Os06g0270550				
OG0028431		AVESA.00018a.r1.5CG04202520.1							
OG0028432							TraesCS3B03G1311800.1		
OG0028433			Bradi3g50893.1.p						
OG0028434			Bradi2g60281.1.p						
OG0028435					Os06g0241200				
OG0028436						SORBI_3002G419900			
OG0028437								TRITD7Bv1G120640.1	
OG0028438		AVESA.00018a.r1.3CG02346810.1							
OG0028439									Zm00001eb129680_P001
OG0028440					Os03g0660600				
OG0028441					Os02g0650650				
