Orthogroup	Duplications (all)	Duplications (50% support)
OG0001394	24	24
OG0001395	19	18
OG0001396	20	20
OG0001397	23	23
OG0001398	22	22
OG0001399	26	25
OG0001400	21	20
OG0001401	22	21
OG0001402	21	21
OG0001403	14	14
OG0001404	21	20
OG0001405	20	19
OG0001406	22	22
OG0001407	25	23
OG0001408	32	28
OG0001409	18	18
OG0001410	41	41
OG0001411	30	27
OG0001412	33	33
OG0001413	28	28
OG0001414	27	27
OG0001415	31	29
OG0001416	30	27
OG0001417	30	27
OG0001418	23	14
OG0001419	28	23
OG0001420	30	30
OG0001421	25	23
OG0001422	29	29
OG0001423	30	30
OG0001424	31	31
OG0001425	21	21
OG0001426	17	17
OG0001427	26	23
OG0001428	19	19
OG0001429	10	7
OG0001430	17	17
OG0001431	21	21
OG0001432	25	13
OG0001433	21	20
OG0001434	17	16
OG0001435	23	23
OG0001436	41	41
OG0001437	18	17
OG0001438	22	20
OG0001439	21	21
OG0001440	21	21
OG0001441	19	18
OG0001442	17	17
OG0001443	21	21
OG0001444	25	24
OG0001445	23	23
OG0001446	18	18
OG0001447	19	18
OG0001448	21	20
OG0001449	19	18
OG0001450	23	22
OG0001451	26	26
OG0001452	18	18
OG0001453	23	23
OG0001454	26	22
OG0001455	18	18
OG0001456	23	22
OG0001457	18	18
OG0001458	21	20
OG0001459	21	21
OG0001460	19	19
OG0001461	19	19
OG0001462	28	28
OG0001463	19	18
OG0001464	17	17
OG0001465	23	22
OG0001466	18	18
OG0001467	17	15
OG0001468	17	17
OG0001469	24	23
OG0001470	17	17
OG0001471	18	18
OG0001472	25	25
OG0001473	17	17
OG0001474	20	19
OG0001475	26	26
OG0001476	27	26
OG0001477	19	18
OG0001478	41	41
OG0001479	22	22
OG0001480	19	19
OG0001481	27	27
OG0001482	42	42
OG0001483	26	26
OG0001484	23	22
OG0001485	26	23
OG0001486	35	31
OG0001487	14	14
OG0001488	22	22
OG0001489	20	18
OG0001490	29	29
OG0001491	21	20
OG0001492	26	26
OG0001493	16	16
OG0001494	18	18
OG0001495	17	16
OG0001496	16	16
OG0001497	26	25
OG0001498	19	19
OG0001499	15	15
OG0001500	32	32
OG0001501	23	22
OG0001502	18	18
OG0001503	16	16
OG0001504	19	19
OG0001505	26	24
OG0001506	17	17
OG0001507	32	32
OG0001508	17	17
OG0001509	16	16
OG0001510	18	18
OG0001511	20	19
OG0001512	15	14
OG0001513	20	20
OG0001514	16	16
OG0001515	17	17
OG0001516	41	41
OG0001517	17	17
OG0001518	23	22
OG0001519	17	17
OG0001520	19	14
OG0001521	18	18
OG0001522	24	24
OG0001523	19	18
OG0001524	18	18
OG0001525	16	15
OG0001526	22	21
OG0001527	19	18
OG0001528	18	18
OG0001529	19	19
OG0001530	15	15
OG0001531	40	40
OG0001532	18	18
OG0001533	16	16
OG0001534	16	15
OG0001535	18	18
OG0001536	16	16
OG0001537	17	17
OG0001538	20	20
OG0001539	21	19
OG0001540	24	23
OG0001541	18	18
OG0001542	21	21
OG0001543	20	20
OG0001544	25	23
OG0001545	27	27
OG0001546	32	26
OG0001547	25	25
OG0001548	16	14
OG0001549	19	19
OG0001550	25	22
OG0001551	22	20
OG0001552	32	30
OG0001553	29	27
OG0001554	29	28
OG0001555	14	14
OG0001556	16	16
OG0001557	15	14
OG0001558	21	21
OG0001559	14	14
OG0001560	17	17
OG0001561	16	16
OG0001562	16	15
OG0001563	17	17
OG0001564	17	17
OG0001565	15	15
OG0001566	17	17
OG0001567	20	18
OG0001568	22	22
OG0001569	19	19
OG0001570	20	19
OG0001571	17	17
OG0001572	15	15
OG0001573	21	21
OG0001574	19	18
OG0001575	21	20
OG0001576	31	26
OG0001577	24	24
OG0001578	18	18
OG0001579	15	15
OG0001580	18	18
OG0001581	16	15
OG0001582	22	20
OG0001583	16	16
OG0001584	23	21
OG0001585	20	19
OG0001586	19	19
OG0001587	21	21
OG0001588	20	20
OG0001589	17	17
OG0001590	18	18
OG0001591	15	15
OG0001592	15	15
OG0001593	16	16
OG0001594	15	14
OG0001595	18	17
OG0001596	22	22
OG0001597	19	19
OG0001598	16	16
OG0001599	18	18
OG0001600	21	21
OG0001601	16	16
OG0001602	17	17
OG0001603	15	15
OG0001604	25	23
OG0001605	16	16
OG0001606	16	16
OG0001607	19	19
OG0001608	26	26
OG0001609	15	15
OG0001610	18	14
OG0001611	23	23
OG0001612	22	22
OG0001613	28	27
OG0001614	28	26
OG0001615	29	28
OG0001616	22	20
OG0001617	22	21
OG0001618	28	28
OG0001619	18	18
OG0001620	21	21
OG0001621	21	20
OG0001622	21	19
OG0001623	19	19
OG0001624	38	38
OG0001625	27	27
OG0001626	16	16
OG0001627	15	15
OG0001628	14	12
OG0001629	15	15
OG0001630	19	19
OG0001631	16	16
OG0001632	17	17
OG0001633	21	21
OG0001634	20	20
OG0001635	23	23
OG0001636	15	15
OG0001637	17	17
OG0001638	17	17
OG0001639	17	17
OG0001640	20	20
OG0001641	16	16
OG0001642	15	14
OG0001643	15	15
OG0001644	22	22
OG0001645	21	19
OG0001646	19	19
OG0001647	14	14
OG0001648	16	16
OG0001649	21	20
OG0001650	17	17
OG0001651	18	18
OG0001652	16	16
OG0001653	19	19
OG0001654	19	17
OG0001655	20	20
OG0001656	16	16
OG0001657	16	15
OG0001658	16	16
OG0001659	16	16
OG0001660	16	15
OG0001661	26	12
OG0001662	17	17
OG0001663	14	14
OG0001664	18	16
OG0001665	14	14
OG0001666	19	19
OG0001667	16	16
OG0001668	14	14
OG0001669	23	21
OG0001670	20	18
OG0001671	21	21
OG0001672	17	16
OG0001673	14	14
OG0001674	16	16
OG0001675	14	14
OG0001676	14	14
OG0001677	20	19
OG0001678	22	21
OG0001679	12	11
OG0001680	17	17
OG0001681	15	15
OG0001682	19	19
OG0001683	16	16
OG0001684	19	19
OG0001685	18	17
OG0001686	14	14
OG0001687	25	19
OG0001688	28	17
OG0001689	21	21
OG0001690	39	39
OG0001691	19	18
OG0001692	39	39
OG0001693	22	22
OG0001694	21	16
OG0001695	19	18
OG0001696	26	26
OG0001697	25	24
OG0001698	19	19
OG0001699	21	21
OG0001700	20	20
OG0001701	22	21
OG0001702	28	28
OG0001703	21	21
OG0001704	23	23
OG0001705	25	25
OG0001706	21	21
OG0001707	19	19
OG0001708	22	22
OG0001709	39	39
OG0001710	0	0
OG0001711	20	19
OG0001712	16	16
OG0001713	15	15
OG0001714	17	16
OG0001715	27	23
OG0001716	16	16
OG0001717	16	15
OG0001718	20	19
OG0001719	16	16
OG0001720	16	16
OG0001721	20	19
OG0001722	29	24
OG0001723	15	15
OG0001724	14	14
OG0001725	18	17
OG0001726	14	14
OG0001727	15	15
OG0001728	15	13
OG0001729	17	17
OG0001730	18	18
OG0001731	29	29
OG0001732	20	20
OG0001733	22	22
OG0001734	18	18
OG0001735	16	16
OG0001736	11	10
OG0001737	16	16
OG0001738	15	15
OG0001739	38	38
OG0001740	17	17
OG0001741	15	15
OG0001742	13	13
OG0001743	15	15
OG0001744	16	16
OG0001745	18	18
OG0001746	14	14
OG0001747	13	13
OG0001748	17	17
OG0001749	16	16
OG0001750	21	21
OG0001751	17	16
OG0001752	15	15
OG0001753	15	15
OG0001754	20	19
OG0001755	14	14
OG0001756	16	14
OG0001757	20	20
OG0001758	17	16
OG0001759	14	13
OG0001760	18	16
OG0001761	16	16
OG0001762	16	16
OG0001763	23	19
OG0001764	9	4
OG0001765	14	13
OG0001766	22	21
OG0001767	17	17
OG0001768	14	14
OG0001769	14	13
OG0001770	15	14
OG0001771	17	16
OG0001772	14	14
OG0001773	20	19
OG0001774	18	18
OG0001775	13	13
OG0001776	16	16
OG0001777	14	14
OG0001778	24	23
OG0001779	24	17
OG0001780	18	13
OG0001781	37	37
OG0001782	16	16
OG0001783	18	17
OG0001784	25	24
OG0001785	24	23
OG0001786	23	22
OG0001787	19	18
OG0001788	31	29
OG0001789	14	14
OG0001790	23	20
OG0001791	20	20
OG0001792	22	20
OG0001793	23	23
OG0001794	20	19
OG0001795	20	20
OG0001796	21	21
OG0001797	23	23
OG0001798	17	17
OG0001799	18	17
OG0001800	22	22
OG0001801	19	17
OG0001802	20	20
OG0001803	20	20
OG0001804	26	24
OG0001805	22	20
OG0001806	38	38
OG0001807	34	33
OG0001808	14	14
OG0001809	18	16
OG0001810	18	18
OG0001811	17	16
OG0001812	16	14
OG0001813	14	14
OG0001814	15	14
OG0001815	22	16
OG0001816	16	16
OG0001817	16	14
OG0001818	15	15
OG0001819	15	15
OG0001820	16	16
OG0001821	16	16
OG0001822	9	5
OG0001823	11	11
OG0001824	12	10
OG0001825	30	25
OG0001826	18	18
OG0001827	17	14
OG0001828	21	21
OG0001829	14	14
OG0001830	17	17
OG0001831	15	15
OG0001832	14	14
OG0001833	21	21
OG0001834	22	22
OG0001835	18	18
OG0001836	14	13
OG0001837	23	20
OG0001838	14	14
OG0001839	15	15
OG0001840	19	19
OG0001841	18	18
OG0001842	16	16
OG0001843	23	23
OG0001844	20	20
OG0001845	18	18
OG0001846	17	17
OG0001847	13	13
OG0001848	16	16
OG0001849	12	11
OG0001850	19	19
OG0001851	19	19
OG0001852	17	17
OG0001853	15	14
OG0001854	14	14
OG0001855	13	10
OG0001856	16	15
OG0001857	21	21
OG0001858	9	9
OG0001859	13	13
OG0001860	14	14
OG0001861	18	18
OG0001862	14	14
OG0001863	17	17
OG0001864	17	17
OG0001865	19	18
OG0001866	27	24
OG0001867	17	17
OG0001868	18	17
OG0001869	36	36
OG0001870	25	24
OG0001871	22	17
OG0001872	19	19
OG0001873	22	21
OG0001874	22	17
OG0001875	24	24
OG0001876	19	16
OG0001877	21	16
OG0001878	25	19
OG0001879	19	19
OG0001880	24	24
OG0001881	22	21
OG0001882	19	18
OG0001883	18	17
OG0001884	21	19
OG0001885	17	16
OG0001886	20	20
OG0001887	16	16
OG0001888	23	23
OG0001889	23	23
OG0001890	22	22
OG0001891	22	20
OG0001892	17	17
OG0001893	20	18
OG0001894	25	23
OG0001895	19	19
OG0001896	37	37
OG0001897	9	4
OG0001898	14	14
OG0001899	19	19
OG0001900	17	16
OG0001901	23	11
OG0001902	17	17
OG0001903	22	22
OG0001904	22	22
OG0001905	9	9
OG0001906	15	15
OG0001907	18	18
OG0001908	16	16
OG0001909	20	20
OG0001910	18	18
OG0001911	14	14
OG0001912	15	13
OG0001913	14	14
OG0001914	14	13
OG0001915	16	15
OG0001916	36	36
OG0001917	17	17
OG0001918	18	18
OG0001919	14	14
OG0001920	30	29
OG0001921	17	16
OG0001922	19	19
OG0001923	16	15
OG0001924	15	15
OG0001925	14	14
OG0001926	14	14
OG0001927	36	36
OG0001928	17	17
OG0001929	26	20
OG0001930	22	21
OG0001931	12	12
OG0001932	15	15
OG0001933	19	19
OG0001934	15	15
OG0001935	19	18
OG0001936	13	13
OG0001937	24	23
OG0001938	15	15
OG0001939	14	14
OG0001940	16	16
OG0001941	17	17
OG0001942	16	16
OG0001943	14	11
OG0001944	19	19
OG0001945	21	20
OG0001946	15	15
OG0001947	20	20
OG0001948	15	15
OG0001949	15	15
OG0001950	13	13
OG0001951	13	13
OG0001952	14	14
OG0001953	19	18
OG0001954	22	22
OG0001955	19	19
OG0001956	23	23
OG0001957	23	23
OG0001958	16	16
OG0001959	18	16
OG0001960	14	11
OG0001961	17	17
OG0001962	15	15
OG0001963	16	16
OG0001964	12	12
OG0001965	14	12
OG0001966	14	14
OG0001967	19	19
OG0001968	16	15
OG0001969	21	21
OG0001970	26	26
OG0001971	20	20
OG0001972	22	22
OG0001973	20	19
OG0001974	22	19
OG0001975	29	29
OG0001976	21	21
OG0001977	23	23
OG0001978	24	23
OG0001979	23	22
OG0001980	20	19
OG0001981	22	21
OG0001982	20	20
OG0001983	20	17
OG0001984	19	16
OG0001985	20	19
OG0001986	18	17
OG0001987	18	18
OG0001988	34	34
OG0001989	36	36
OG0001990	24	24
OG0001991	29	29
OG0001992	15	13
OG0001993	15	13
OG0001994	13	12
OG0001995	13	9
OG0001996	15	15
OG0001997	19	18
OG0001998	17	16
OG0001999	18	12
OG0002000	18	18
OG0002001	14	6
OG0002002	21	20
OG0002003	17	17
OG0002004	20	19
OG0002005	13	13
OG0002006	16	15
OG0002007	16	16
OG0002008	13	12
OG0002009	15	15
OG0002010	18	18
OG0002011	13	13
OG0002012	15	15
OG0002013	32	32
OG0002014	19	19
OG0002015	17	17
OG0002016	14	13
OG0002017	17	17
OG0002018	12	11
OG0002019	20	20
OG0002020	18	18
OG0002021	19	19
OG0002022	19	18
OG0002023	14	13
OG0002024	15	15
OG0002025	16	16
OG0002026	14	13
OG0002027	12	12
OG0002028	15	15
OG0002029	13	13
OG0002030	16	15
OG0002031	12	12
OG0002032	15	14
OG0002033	18	17
OG0002034	16	16
OG0002035	11	11
OG0002036	13	13
OG0002037	14	14
OG0002038	18	18
OG0002039	17	14
OG0002040	18	18
OG0002041	18	18
OG0002042	18	17
OG0002043	14	14
OG0002044	17	16
OG0002045	15	14
OG0002046	20	19
OG0002047	12	12
OG0002048	22	21
OG0002049	14	14
OG0002050	15	15
OG0002051	18	18
OG0002052	19	17
OG0002053	17	16
OG0002054	17	17
OG0002055	14	14
OG0002056	18	18
OG0002057	15	15
OG0002058	17	15
OG0002059	12	12
OG0002060	19	16
OG0002061	23	22
OG0002062	21	20
OG0002063	26	25
OG0002064	35	35
OG0002065	29	28
OG0002066	21	21
OG0002067	20	20
OG0002068	21	20
OG0002069	21	21
OG0002070	21	19
OG0002071	30	24
OG0002072	24	24
OG0002073	17	17
OG0002074	17	16
OG0002075	14	11
OG0002076	26	24
OG0002077	26	26
OG0002078	14	12
OG0002079	19	18
OG0002080	26	26
OG0002081	18	14
OG0002082	22	18
OG0002083	23	23
OG0002084	18	17
OG0002085	23	22
OG0002086	30	30
OG0002087	34	34
OG0002088	28	26
OG0002089	15	15
OG0002090	13	11
OG0002091	16	13
OG0002092	18	17
OG0002093	16	16
OG0002094	14	14
OG0002095	15	13
OG0002096	13	13
OG0002097	18	14
OG0002098	16	16
OG0002099	15	15
OG0002100	14	13
OG0002101	15	13
OG0002102	16	16
OG0002103	20	18
OG0002104	16	16
OG0002105	18	18
OG0002106	20	20
OG0002107	19	19
OG0002108	11	11
OG0002109	18	14
OG0002110	22	19
OG0002111	18	17
OG0002112	13	13
OG0002113	18	17
OG0002114	17	17
OG0002115	18	18
OG0002116	17	17
OG0002117	16	16
OG0002118	17	17
OG0002119	14	13
OG0002120	12	10
OG0002121	13	12
OG0002122	16	16
OG0002123	19	18
OG0002124	19	19
OG0002125	19	19
OG0002126	13	13
OG0002127	16	16
OG0002128	17	17
OG0002129	18	17
OG0002130	14	14
OG0002131	18	17
OG0002132	17	17
OG0002133	17	16
OG0002134	21	19
OG0002135	14	13
OG0002136	18	18
OG0002137	14	14
OG0002138	21	21
OG0002139	31	31
OG0002140	22	19
OG0002141	20	18
OG0002142	17	17
OG0002143	12	12
OG0002144	12	12
OG0002145	20	20
OG0002146	13	13
OG0002147	17	17
OG0002148	15	15
OG0002149	18	18
OG0002150	17	13
OG0002151	12	11
OG0002152	13	13
OG0002153	15	15
OG0002154	16	16
OG0002155	14	14
OG0002156	15	15
OG0002157	17	17
OG0002158	14	14
OG0002159	16	15
OG0002160	15	15
OG0002161	18	18
OG0002162	16	16
OG0002163	15	15
OG0002164	14	14
OG0002165	15	14
OG0002166	23	21
OG0002167	15	15
OG0002168	16	16
OG0002169	13	13
OG0002170	16	16
OG0002171	11	11
OG0002172	15	15
OG0002173	13	12
OG0002174	17	16
OG0002175	14	14
OG0002176	14	13
OG0002177	21	20
OG0002178	21	20
OG0002179	21	21
OG0002180	16	14
OG0002181	20	16
OG0002182	24	24
OG0002183	19	19
OG0002184	18	17
OG0002185	19	19
OG0002186	19	19
OG0002187	16	15
OG0002188	20	19
OG0002189	21	19
OG0002190	19	19
OG0002191	15	15
OG0002192	16	16
OG0002193	20	18
OG0002194	21	19
OG0002195	20	20
OG0002196	19	18
OG0002197	18	17
OG0002198	20	18
OG0002199	22	14
OG0002200	18	18
OG0002201	16	16
OG0002202	26	23
OG0002203	18	17
OG0002204	11	10
OG0002205	17	17
OG0002206	15	14
OG0002207	17	17
OG0002208	12	12
OG0002209	12	11
OG0002210	11	11
OG0002211	16	16
OG0002212	13	13
OG0002213	14	14
OG0002214	18	17
OG0002215	14	14
OG0002216	10	10
OG0002217	17	17
OG0002218	17	17
OG0002219	15	15
OG0002220	13	13
OG0002221	16	15
OG0002222	15	15
OG0002223	16	16
OG0002224	16	12
OG0002225	14	14
OG0002226	13	13
OG0002227	16	15
OG0002228	16	16
OG0002229	19	19
OG0002230	18	18
OG0002231	14	14
OG0002232	14	14
OG0002233	14	14
OG0002234	16	16
OG0002235	17	17
OG0002236	19	19
OG0002237	13	13
OG0002238	14	14
OG0002239	14	14
OG0002240	14	13
OG0002241	18	18
OG0002242	13	11
OG0002243	14	14
OG0002244	18	17
OG0002245	17	17
OG0002246	13	13
OG0002247	14	14
OG0002248	17	16
OG0002249	13	13
OG0002250	18	18
OG0002251	17	17
OG0002252	16	16
OG0002253	18	17
OG0002254	10	10
OG0002255	13	13
OG0002256	13	13
OG0002257	12	11
OG0002258	14	14
OG0002259	16	16
OG0002260	11	11
OG0002261	13	13
OG0002262	13	13
OG0002263	16	16
OG0002264	21	21
OG0002265	19	19
OG0002266	14	14
OG0002267	14	14
OG0002268	16	16
OG0002269	21	20
OG0002270	14	14
OG0002271	14	14
OG0002272	13	13
OG0002273	14	14
OG0002274	12	12
OG0002275	13	13
OG0002276	13	13
OG0002277	17	17
OG0002278	18	18
OG0002279	15	15
OG0002280	17	17
OG0002281	24	24
OG0002282	15	12
OG0002283	15	15
OG0002284	15	14
OG0002285	15	15
OG0002286	15	14
OG0002287	15	15
OG0002288	17	17
OG0002289	15	13
OG0002290	14	12
OG0002291	14	10
OG0002292	18	18
OG0002293	21	17
OG0002294	16	16
OG0002295	24	24
OG0002296	19	18
OG0002297	19	19
OG0002298	33	33
OG0002299	20	19
OG0002300	13	8
OG0002301	16	16
OG0002302	16	16
OG0002303	18	18
OG0002304	11	11
OG0002305	17	17
OG0002306	20	20
OG0002307	17	14
OG0002308	17	16
OG0002309	17	17
OG0002310	18	17
OG0002311	26	25
OG0002312	23	22
OG0002313	17	17
OG0002314	21	21
OG0002315	19	19
OG0002316	25	25
OG0002317	32	32
OG0002318	19	18
OG0002319	10	9
OG0002320	32	32
OG0002321	14	13
OG0002322	17	14
OG0002323	12	10
OG0002324	16	16
OG0002325	9	9
OG0002326	10	10
OG0002327	14	14
OG0002328	14	14
OG0002329	13	13
OG0002330	16	16
OG0002331	20	19
OG0002332	15	12
OG0002333	10	10
OG0002334	8	8
OG0002335	16	16
OG0002336	17	17
OG0002337	19	19
OG0002338	15	14
OG0002339	15	13
OG0002340	14	13
OG0002341	15	15
OG0002342	15	14
OG0002343	15	15
OG0002344	14	14
OG0002345	15	14
OG0002346	14	14
OG0002347	14	13
OG0002348	16	15
OG0002349	15	15
OG0002350	16	15
OG0002351	13	13
OG0002352	12	12
OG0002353	16	16
OG0002354	16	16
OG0002355	32	32
OG0002356	15	15
OG0002357	18	18
OG0002358	15	14
OG0002359	16	16
OG0002360	15	14
OG0002361	13	13
OG0002362	15	14
OG0002363	14	13
OG0002364	19	19
OG0002365	11	11
OG0002366	12	12
OG0002367	15	15
OG0002368	13	13
OG0002369	14	14
OG0002370	14	14
OG0002371	15	13
OG0002372	17	16
OG0002373	12	12
OG0002374	14	14
OG0002375	15	15
OG0002376	17	17
OG0002377	14	14
OG0002378	19	19
OG0002379	13	12
OG0002380	15	15
OG0002381	14	11
OG0002382	16	15
OG0002383	16	16
OG0002384	15	15
OG0002385	14	13
OG0002386	18	18
OG0002387	11	9
OG0002388	17	17
OG0002389	14	13
OG0002390	15	14
OG0002391	17	15
OG0002392	12	12
OG0002393	17	17
OG0002394	14	13
OG0002395	19	19
OG0002396	15	15
OG0002397	13	13
OG0002398	13	13
OG0002399	18	15
OG0002400	15	14
OG0002401	17	16
OG0002402	16	16
OG0002403	13	13
OG0002404	14	14
OG0002405	12	12
OG0002406	13	12
OG0002407	15	15
OG0002408	17	9
OG0002409	17	16
OG0002410	16	16
OG0002411	31	31
OG0002412	16	16
OG0002413	24	23
OG0002414	24	24
OG0002415	17	12
OG0002416	21	19
OG0002417	13	12
OG0002418	23	22
OG0002419	18	16
OG0002420	16	15
OG0002421	18	18
OG0002422	17	17
OG0002423	11	11
OG0002424	8	7
OG0002425	15	15
OG0002426	15	15
OG0002427	17	17
OG0002428	17	17
OG0002429	22	21
OG0002430	19	19
OG0002431	19	18
OG0002432	32	32
OG0002433	11	11
OG0002434	13	12
OG0002435	12	12
OG0002436	16	16
OG0002437	12	12
OG0002438	12	12
OG0002439	19	19
OG0002440	11	11
OG0002441	16	16
OG0002442	11	10
OG0002443	15	15
OG0002444	13	13
OG0002445	12	11
OG0002446	14	14
OG0002447	14	14
OG0002448	23	22
OG0002449	14	13
OG0002450	22	21
OG0002451	15	15
OG0002452	11	11
OG0002453	12	12
OG0002454	14	14
OG0002455	15	15
OG0002456	14	12
OG0002457	14	14
OG0002458	13	13
OG0002459	14	14
OG0002460	12	11
OG0002461	13	12
OG0002462	12	12
OG0002463	16	16
OG0002464	15	15
OG0002465	13	12
OG0002466	15	13
OG0002467	16	13
OG0002468	17	17
OG0002469	14	14
OG0002470	11	10
OG0002471	17	17
OG0002472	13	13
OG0002473	16	16
OG0002474	14	14
OG0002475	9	9
OG0002476	13	13
OG0002477	14	14
OG0002478	14	14
OG0002479	12	11
OG0002480	14	13
OG0002481	15	14
OG0002482	13	12
OG0002483	14	14
OG0002484	14	14
OG0002485	14	14
OG0002486	17	17
OG0002487	13	13
OG0002488	15	15
OG0002489	16	16
OG0002490	14	14
OG0002491	15	15
OG0002492	18	18
OG0002493	19	15
OG0002494	14	13
OG0002495	11	10
OG0002496	17	17
OG0002497	14	14
OG0002498	14	14
OG0002499	13	13
OG0002500	14	13
OG0002501	14	14
OG0002502	15	15
OG0002503	15	15
OG0002504	14	13
OG0002505	14	14
OG0002506	19	19
OG0002507	14	14
OG0002508	13	13
OG0002509	13	13
OG0002510	11	10
OG0002511	17	16
OG0002512	14	14
OG0002513	16	16
OG0002514	16	16
OG0002515	16	16
OG0002516	14	14
OG0002517	13	13
OG0002518	22	22
OG0002519	11	10
OG0002520	14	13
OG0002521	14	14
OG0002522	11	11
OG0002523	15	15
OG0002524	15	15
OG0002525	15	14
OG0002526	15	14
OG0002527	17	17
OG0002528	12	12
OG0002529	16	5
OG0002530	22	21
OG0002531	20	20
OG0002532	23	22
OG0002533	17	16
OG0002534	30	30
OG0002535	20	19
OG0002536	28	28
OG0002537	23	21
OG0002538	26	26
OG0002539	15	13
OG0002540	25	22
OG0002541	14	14
OG0002542	14	14
OG0002543	14	13
OG0002544	14	13
OG0002545	11	9
OG0002546	12	12
OG0002547	15	15
OG0002548	18	18
OG0002549	19	14
OG0002550	25	22
OG0002551	22	20
OG0002552	20	20
OG0002553	19	18
OG0002554	18	17
OG0002555	17	17
OG0002556	14	13
OG0002557	22	20
OG0002558	14	13
OG0002559	18	18
OG0002560	18	17
OG0002561	16	15
OG0002562	13	13
OG0002563	16	16
OG0002564	11	10
OG0002565	14	14
OG0002566	11	10
OG0002567	19	19
OG0002568	10	7
OG0002569	13	11
OG0002570	12	12
OG0002571	19	19
OG0002572	12	11
OG0002573	12	11
OG0002574	14	14
OG0002575	13	13
OG0002576	13	12
OG0002577	14	12
OG0002578	15	15
OG0002579	12	7
OG0002580	13	13
OG0002581	14	13
OG0002582	13	13
OG0002583	17	15
OG0002584	14	14
OG0002585	14	14
OG0002586	11	11
OG0002587	14	14
OG0002588	14	13
OG0002589	12	12
OG0002590	13	13
OG0002591	13	13
OG0002592	15	15
OG0002593	15	15
OG0002594	14	14
OG0002595	12	11
OG0002596	15	15
OG0002597	13	13
OG0002598	10	9
OG0002599	13	13
OG0002600	9	9
OG0002601	15	15
OG0002602	13	13
OG0002603	13	13
OG0002604	14	13
OG0002605	12	11
OG0002606	13	13
OG0002607	12	12
OG0002608	13	13
OG0002609	17	17
OG0002610	15	15
OG0002611	15	13
OG0002612	13	13
OG0002613	18	17
OG0002614	17	17
OG0002615	13	13
OG0002616	13	13
OG0002617	15	15
OG0002618	13	9
OG0002619	13	13
OG0002620	14	14
OG0002621	14	14
OG0002622	18	18
