HOG	OG	Gene Tree Parent Clade	Arabidopsis_thaliana	Avena_sativa	Brachypodium_distachyon	Hordeum_vulgare	Oryza_sativa	Sorghum_bicolor	Triticum_aestivum	Triticum_turgidum	Zea_mays
N2.HOG0000144	OG0000022	n42						SORBI_3007G016900, SORBI_3007G010300, SORBI_3007G016800			
N2.HOG0000145	OG0000022	n128						SORBI_3004G066401			
N2.HOG0000146	OG0000022	n138						SORBI_3005G133500, SORBI_3005G132600			
N2.HOG0000147	OG0000022	n187						SORBI_3006G241100			
N2.HOG0000148	OG0000022	n302						SORBI_3003G436900, SORBI_3009G014100			
N2.HOG0000149	OG0000022	n305						SORBI_3007G023200			
N2.HOG0000150	OG0000022	n313						SORBI_3008G010100, SORBI_3008G009800, SORBI_3005G009100			
N2.HOG0000151	OG0000022	n319						SORBI_3010G264900, SORBI_3010G270100			
N2.HOG0000152	OG0000024	n8						SORBI_3001G032300			Zm00001eb062860_P001
N2.HOG0000153	OG0000024	n9						SORBI_3001G032400			Zm00001eb062850_P001
N2.HOG0000154	OG0000024	n25						SORBI_3008G007200			Zm00001eb116780_P001
N2.HOG0000155	OG0000024	n48						SORBI_3001G236900, SORBI_3001G237000			Zm00001eb047260_P001
N2.HOG0000156	OG0000024	n55						SORBI_3001G237100			Zm00001eb047270_P001
N2.HOG0000157	OG0000024	n65						SORBI_3006G158200			Zm00001eb427260_P001
N2.HOG0000158	OG0000024	n76						SORBI_3004G304700			Zm00001eb011250_P001
N2.HOG0000159	OG0000024	n88						SORBI_3002G350901			Zm00001eb325300_P001
N2.HOG0000160	OG0000024	n116						SORBI_3002G350800			Zm00001eb325290_P001
N2.HOG0000161	OG0000024	n150						SORBI_3001G431600			Zm00001eb011240_P001
N2.HOG0000162	OG0000024	n152						SORBI_3006G158266			Zm00001eb427270_P001
N2.HOG0000163	OG0000024	n164						SORBI_3001G074800, SORBI_3001G074900			
N2.HOG0000164	OG0000024	n166						SORBI_3001G075000, SORBI_3004G132400			Zm00001eb058940_P001
N2.HOG0000165	OG0000024	n189						SORBI_3002G024100			
N2.HOG0000166	OG0000024	n194						SORBI_3010G124700			
N2.HOG0000167	OG0000024	n199						SORBI_3002G024300			
N2.HOG0000168	OG0000024	n218									Zm00001eb304670_P002
N2.HOG0000169	OG0000024	n221						SORBI_3002G107900			Zm00001eb305300_P001
N2.HOG0000170	OG0000024	n233						SORBI_3007G038200			Zm00001eb416470_P001
N2.HOG0000171	OG0000024	n240									Zm00001eb203630_P001
N2.HOG0000172	OG0000024	n253						SORBI_3009G236300, SORBI_3010G126900			Zm00001eb281090_P001
N2.HOG0000173	OG0000024	n261						SORBI_3010G127200			Zm00001eb381240_P001
N2.HOG0000174	OG0000024	n270						SORBI_3002G107800			Zm00001eb305320_P001
N2.HOG0000175	OG0000024	n287						SORBI_3007G038100			Zm00001eb416480_P001
N2.HOG0000176	OG0000024	n294									Zm00001eb237530_P001
N2.HOG0000177	OG0000024	n313						SORBI_3010G127300			Zm00001eb381250_P001
N2.HOG0000178	OG0000024	n318						SORBI_3010G126800, SORBI_3009G236200			Zm00001eb281100_P001
N2.HOG0000179	OG0000024	n331						SORBI_3002G024200			
N2.HOG0000180	OG0000024	n340						SORBI_3002G024000			
N2.HOG0000181	OG0000024	n346						SORBI_3010G124800			
N2.HOG0000182	OG0000024	n368						SORBI_3002G025700			
N2.HOG0000183	OG0000025	n10						SORBI_3002G284600			Zm00001eb321140_P001
N2.HOG0000184	OG0000025	n22						SORBI_3007G175600			Zm00001eb180450_P001
N2.HOG0000185	OG0000025	n50									Zm00001eb104100_P001
N2.HOG0000186	OG0000025	n178						SORBI_3009G192933, SORBI_3009G193066			
N2.HOG0000187	OG0000025	n181						SORBI_3001G184500, SORBI_3002G285600, SORBI_3002G284901, SORBI_3002G284701, SORBI_3002G285101			Zm00001eb321110_P001
N2.HOG0000188	OG0000025	n186						SORBI_3001G184800, SORBI_3002G285800, SORBI_3002G285950			Zm00001eb104130_P001, Zm00001eb104160_P001, Zm00001eb104170_P001, Zm00001eb104190_P001, Zm00001eb321070_P001, Zm00001eb321090_P001
N2.HOG0000189	OG0000025	n358						SORBI_3001G184400, SORBI_3002G285700, SORBI_3002G285525, SORBI_3001G184650			Zm00001eb104120_P001, Zm00001eb104150_P001
N2.HOG0000190	OG0000025	n363						SORBI_3002G285300, SORBI_3002G285450			Zm00001eb321100_P001
N2.HOG0000191	OG0000026	n0						SORBI_3004G115200, SORBI_3002G171800			Zm00001eb025090_P001, Zm00001eb030020_P001, Zm00001eb038020_P001, Zm00001eb044490_P001, Zm00001eb053140_P001, Zm00001eb064200_P001, Zm00001eb084010_P001, Zm00001eb091820_P001, Zm00001eb111090_P001, Zm00001eb125020_P001, Zm00001eb126720_P001, Zm00001eb170940_P001, Zm00001eb179480_P001, Zm00001eb185850_P001, Zm00001eb236780_P001, Zm00001eb251240_P001, Zm00001eb253060_P001, Zm00001eb256220_P001, Zm00001eb268820_P001, Zm00001eb305080_P001, Zm00001eb309890_P001, Zm00001eb313080_P001, Zm00001eb326220_P001, Zm00001eb336980_P001, Zm00001eb410740_P001, Zm00001eb412530_P001
N2.HOG0000192	OG0000027	n22						SORBI_3004G148300, SORBI_3004G148400			Zm00001eb202970_P001
N2.HOG0000193	OG0000027	n70						SORBI_3004G147900, SORBI_3004G148000, SORBI_3004G148100, SORBI_3004G148200			
N2.HOG0000194	OG0000027	n116						SORBI_3007G065900, SORBI_3007G065800			Zm00001eb413180_P001, Zm00001eb413190_P001, Zm00001eb413210_P001
N2.HOG0000195	OG0000027	n182						SORBI_3006G018100			Zm00001eb088410_P001, Zm00001eb419900_P001
N2.HOG0000196	OG0000027	n296						SORBI_3007G067300, SORBI_3007G067400			Zm00001eb413250_P001, Zm00001eb413260_P001
N2.HOG0000197	OG0000027	n299						SORBI_3007G066500, SORBI_3007G067000, SORBI_3007G066508, SORBI_3007G066932, SORBI_3007G067600, SORBI_3007G066900, SORBI_3007G067350, SORBI_3007G067608, SORBI_3007G067616, SORBI_3007G067100, SORBI_3007G067108, SORBI_3007G066600, SORBI_3007G066608, SORBI_3007G066800, SORBI_3007G066808, SORBI_3007G066816, SORBI_3007G066824, SORBI_3007G066832, SORBI_3007G067008, SORBI_3007G066908			Zm00001eb171490_P001, Zm00001eb171500_P001, Zm00001eb171510_P001, Zm00001eb171520_P001, Zm00001eb171530_P001, Zm00001eb171540_P001, Zm00001eb171550_P001, Zm00001eb171570_P001, Zm00001eb171580_P001, Zm00001eb171590_P002, Zm00001eb171600_P001, Zm00001eb171610_P001, Zm00001eb171630_P001, Zm00001eb171640_P001, Zm00001eb171650_P001, Zm00001eb171660_P001
N2.HOG0000198	OG0000028	n79						SORBI_3005G180600, SORBI_3007G088400, SORBI_3010G020900, SORBI_3005G179500			
N2.HOG0000199	OG0000028	n83						SORBI_3002G302600			
N2.HOG0000200	OG0000028	n162						SORBI_3005G014950, SORBI_3005G015100			
N2.HOG0000201	OG0000028	n288						SORBI_3010G053000, SORBI_3010G049500, SORBI_3010G049900, SORBI_3010G050000, SORBI_3010G052000, SORBI_3009G214400, SORBI_3010G047900, SORBI_3010G052833, SORBI_3001G268550			
N2.HOG0000202	OG0000028	n297						SORBI_3010G037901, SORBI_3010G038300, SORBI_3010G038100, SORBI_3010G039900			
N2.HOG0000203	OG0000028	n346						SORBI_3007G027400			
N2.HOG0000204	OG0000029	n1						SORBI_3003G434500			Zm00001eb318110_P001, Zm00001eb318130_P001
N2.HOG0000205	OG0000029	n140						SORBI_3002G066000, SORBI_3002G066200			Zm00001eb302450_P001
N2.HOG0000206	OG0000029	n339						SORBI_3003G434300, SORBI_3003G425900			
N2.HOG0000207	OG0000030	n5						SORBI_3007G206500			
N2.HOG0000208	OG0000030	n45						SORBI_3003G437300			
N2.HOG0000209	OG0000030	n70						SORBI_3003G437100, SORBI_3003G437200, SORBI_3003G437001			
N2.HOG0000210	OG0000030	n118						SORBI_3001G136400			Zm00001eb053050_P001
N2.HOG0000211	OG0000030	n139						SORBI_3002G369500			
N2.HOG0000212	OG0000030	n141						SORBI_3006G057500			
N2.HOG0000213	OG0000030	n193						SORBI_3002G369400			Zm00001eb327110_P001
N2.HOG0000214	OG0000030	n291						SORBI_3003G424000, SORBI_3003G424100			Zm00001eb141260_P001, Zm00001eb141270_P002, Zm00001eb141280_P001, Zm00001eb141290_P002
N2.HOG0000215	OG0000030	n314						SORBI_3005G183100, SORBI_3005G217600, SORBI_3005G213600, SORBI_3005G166700			
N2.HOG0000216	OG0000030	n321						SORBI_3004G046100, SORBI_3004G046200			
N2.HOG0000217	OG0000031	n4						SORBI_3008G121700, SORBI_3001G262100, SORBI_3006G062750, SORBI_3005G112566			
N2.HOG0000218	OG0000031	n295						SORBI_3001G108300			Zm00001eb089210_P001, Zm00001eb090030_P001, Zm00001eb132710_P001, Zm00001eb176240_P001, Zm00001eb308370_P001, Zm00001eb341210_P001, Zm00001eb342570_P001, Zm00001eb380970_P001, Zm00001eb417210_P001
N2.HOG0000219	OG0000031	n306						SORBI_3004G132800, SORBI_3003G192701, SORBI_3008G088900, SORBI_3008G092200, SORBI_3008G092932, SORBI_3008G095633, SORBI_3007G131500, SORBI_3006G040101, SORBI_3004G131501, SORBI_3001G534066			
N2.HOG0000220	OG0000032	n16						SORBI_3010G003600			Zm00001eb268600_P001
N2.HOG0000221	OG0000032	n36						SORBI_3004G291500			Zm00001eb249800_P001
N2.HOG0000222	OG0000032	n45						SORBI_3006G172700			Zm00001eb074480_P001
N2.HOG0000223	OG0000032	n47						SORBI_3001G541300			Zm00001eb000450_P001
N2.HOG0000224	OG0000032	n60						SORBI_3001G304100, SORBI_3001G542000			Zm00001eb023070_P001, Zm00001eb391610_P001
N2.HOG0000225	OG0000032	n91						SORBI_3004G292200, SORBI_3004G292500, SORBI_3004G292800, SORBI_3004G292300, SORBI_3004G292700, SORBI_3004G292250, SORBI_3004G292001, SORBI_3004G292600, SORBI_3004G292100, SORBI_3004G292400			
N2.HOG0000226	OG0000032	n97						SORBI_3004G292900			Zm00001eb186720_P001, Zm00001eb249760_P001
N2.HOG0000227	OG0000032	n99						SORBI_3006G172500, SORBI_3006G172550, SORBI_3006G172601			Zm00001eb429530_P001, Zm00001eb429540_P001, Zm00001eb429560_P001
N2.HOG0000228	OG0000032	n107						SORBI_3008G158666, SORBI_3008G158501, SORBI_3008G158600, SORBI_3008G158732, SORBI_3008G158800			Zm00001eb000440_P002
N2.HOG0000229	OG0000032	n156						SORBI_3001G304201			Zm00001eb391620_P001, Zm00001eb391630_P001, Zm00001eb391650_P001, Zm00001eb391660_P001, Zm00001eb391670_P001, Zm00001eb391690_P001
N2.HOG0000230	OG0000032	n171						SORBI_3005G046700			
N2.HOG0000231	OG0000032	n292									Zm00001eb023060_P001
N2.HOG0000232	OG0000033	n3						SORBI_3007G045800			
N2.HOG0000233	OG0000033	n11						SORBI_3002G302500			Zm00001eb321390_P001, Zm00001eb407570_P001, Zm00001eb407700_P002
N2.HOG0000234	OG0000033	n23						SORBI_3006G076500			Zm00001eb422210_P001, Zm00001eb422250_P001
N2.HOG0000235	OG0000033	n25						SORBI_3006G077000, SORBI_3006G077100			Zm00001eb083290_P001, Zm00001eb422270_P001, Zm00001eb422290_P001, Zm00001eb422300_P001, Zm00001eb422310_P001, Zm00001eb422330_P001
N2.HOG0000236	OG0000033	n49						SORBI_3009G018900			
N2.HOG0000237	OG0000033	n54						SORBI_3009G082700			Zm00001eb284690_P002
N2.HOG0000238	OG0000033	n149						SORBI_3002G154300			
N2.HOG0000239	OG0000033	n168						SORBI_3009G018200, SORBI_3009G019200			Zm00001eb266160_P001
N2.HOG0000240	OG0000033	n187						SORBI_3009G174200			
N2.HOG0000241	OG0000033	n195									Zm00001eb123820_P001
N2.HOG0000242	OG0000033	n203						SORBI_3008G076700			Zm00001eb411220_P001
N2.HOG0000243	OG0000035	n5						SORBI_3001G319500, SORBI_3001G319600, SORBI_3001G319700			Zm00001eb002950_P001, Zm00001eb021590_P001
N2.HOG0000244	OG0000035	n24						SORBI_3001G317000			Zm00001eb151180_P001, Zm00001eb227140_P001, Zm00001eb256860_P001, Zm00001eb256870_P001, Zm00001eb404560_P001
N2.HOG0000245	OG0000035	n38						SORBI_3001G317200, SORBI_3001G317300			Zm00001eb021710_P001
N2.HOG0000246	OG0000035	n51						SORBI_3003G187000			Zm00001eb356600_P001
N2.HOG0000247	OG0000035	n64						SORBI_3003G184600			
N2.HOG0000248	OG0000035	n126						SORBI_3001G280800, SORBI_3001G317700, SORBI_3001G317900, SORBI_3001G317800			
N2.HOG0000249	OG0000035	n177						SORBI_3001G318900			Zm00001eb404580_P001
N2.HOG0000250	OG0000035	n178						SORBI_3001G318500			Zm00001eb021600_P001
N2.HOG0000251	OG0000035	n227						SORBI_3001G318000			Zm00001eb404570_P001
N2.HOG0000252	OG0000035	n240						SORBI_3001G318200			Zm00001eb021640_P001
N2.HOG0000253	OG0000035	n270						SORBI_3001G319100, SORBI_3001G319200, SORBI_3001G319300			Zm00001eb404590_P001
N2.HOG0000254	OG0000035	n281						SORBI_3001G318600			Zm00001eb021620_P001
N2.HOG0000255	OG0000035	n282						SORBI_3001G318300			Zm00001eb021630_P001
N2.HOG0000256	OG0000035	n283						SORBI_3001G318700, SORBI_3001G318800, SORBI_3001G318366			
N2.HOG0000257	OG0000035	n285						SORBI_3002G361001			Zm00001eb021720_P001
N2.HOG0000258	OG0000035	n289						SORBI_3001G317600			Zm00001eb021650_P001
N2.HOG0000259	OG0000035	n301						SORBI_3005G212700			
N2.HOG0000260	OG0000035	n320						SORBI_3003G264400			Zm00001eb156150_P001, Zm00001eb156190_P002
N2.HOG0000261	OG0000035	n322						SORBI_3003G264500, SORBI_3003G264600			Zm00001eb156130_P001
N2.HOG0000262	OG0000036	n26						SORBI_3004G153900			Zm00001eb278400_P001, Zm00001eb374210_P001
N2.HOG0000263	OG0000036	n28						SORBI_3009G009000, SORBI_3009G009200, SORBI_3009G009300			Zm00001eb267020_P002
N2.HOG0000264	OG0000036	n53						SORBI_3007G055800			Zm00001eb415070_P001, Zm00001eb415080_P001, Zm00001eb415090_P001, Zm00001eb415100_P001, Zm00001eb415130_P001
N2.HOG0000265	OG0000036	n76						SORBI_3007G055700, SORBI_3007G055500, SORBI_3007G055600			Zm00001eb412960_P001, Zm00001eb412970_P001, Zm00001eb412980_P001, Zm00001eb412990_P001, Zm00001eb415160_P001
N2.HOG0000266	OG0000036	n86						SORBI_3007G035800, SORBI_3007G034700			Zm00001eb414190_P001, Zm00001eb416710_P001, Zm00001eb416720_P004
N2.HOG0000267	OG0000036	n114						SORBI_3007G064800			Zm00001eb413120_P001
N2.HOG0000268	OG0000036	n145						SORBI_3006G010100, SORBI_3006G010301			Zm00001eb089110_P001, Zm00001eb089360_P001
N2.HOG0000269	OG0000036	n170						SORBI_3005G130100, SORBI_3007G187100, SORBI_3005G130400, SORBI_3005G130450, SORBI_3003G368600, SORBI_3002G065600			Zm00001eb394330_P001
N2.HOG0000270	OG0000036	n186						SORBI_3001G363400			
N2.HOG0000271	OG0000036	n201						SORBI_3001G369200			Zm00001eb017120_P001
N2.HOG0000272	OG0000036	n202						SORBI_3007G133900			Zm00001eb041770_P002
N2.HOG0000273	OG0000036	n225						SORBI_3001G373300, SORBI_3006G247500			Zm00001eb016730_P002
N2.HOG0000274	OG0000036	n242						SORBI_3001G173000			
N2.HOG0000275	OG0000037	n1						SORBI_3006G228400			Zm00001eb069520_P001, Zm00001eb069530_P001, Zm00001eb069550_P001
N2.HOG0000276	OG0000037	n50						SORBI_3006G229600			Zm00001eb069460_P004
N2.HOG0000277	OG0000037	n61						SORBI_3006G228833, SORBI_3005G089500			Zm00001eb069490_P002, Zm00001eb265020_P003, Zm00001eb431610_P002
N2.HOG0000278	OG0000037	n136						SORBI_3010G208800			Zm00001eb388600_P001
N2.HOG0000279	OG0000037	n160						SORBI_3002G289400, SORBI_3002G288800			Zm00001eb104300_P001
N2.HOG0000280	OG0000037	n182						SORBI_3002G288500, SORBI_3002G289300			
N2.HOG0000281	OG0000037	n185						SORBI_3002G170300, SORBI_3002G289500, SORBI_3002G289601			
N2.HOG0000282	OG0000037	n316						SORBI_3004G091700, SORBI_3002G289900			
N2.HOG0000283	OG0000038	n4						SORBI_3010G241500, SORBI_3010G242000			Zm00001eb226000_P001, Zm00001eb273370_P001
N2.HOG0000284	OG0000038	n33						SORBI_3004G044500			Zm00001eb232500_P001
N2.HOG0000285	OG0000038	n90						SORBI_3008G107300			
N2.HOG0000286	OG0000038	n91						SORBI_3004G045700			
N2.HOG0000287	OG0000038	n99						SORBI_3004G045500, SORBI_3004G045900, SORBI_3004G045800			
N2.HOG0000288	OG0000038	n104						SORBI_3004G045100			Zm00001eb011510_P001, Zm00001eb207750_P001
N2.HOG0000289	OG0000038	n106						SORBI_3005G156400, SORBI_3005G110532			Zm00001eb018330_P001, Zm00001eb018340_P001, Zm00001eb084390_P001, Zm00001eb084400_P001, Zm00001eb145700_P001, Zm00001eb145710_P001, Zm00001eb207870_P001, Zm00001eb259010_P001, Zm00001eb424900_P001, Zm00001eb424910_P001, Zm00001eb424920_P001
N2.HOG0000290	OG0000038	n122						SORBI_3004G045200, SORBI_3004G129201			Zm00001eb100940_P001
N2.HOG0000291	OG0000038	n224						SORBI_3004G044700, SORBI_3004G044800, SORBI_3004G045000			Zm00001eb207890_P001
N2.HOG0000292	OG0000039	n29						SORBI_3001G347001, SORBI_3001G370750			
N2.HOG0000293	OG0000039	n31						SORBI_3002G180732			
N2.HOG0000294	OG0000040	n1									Zm00001eb157180_P001
N2.HOG0000295	OG0000040	n2									Zm00001eb091000_P001
N2.HOG0000296	OG0000041	n1						SORBI_3001G267701			
N2.HOG0000297	OG0000041	n2						SORBI_3004G010050, SORBI_3008G030400, SORBI_3009G060900, SORBI_3008G006500, SORBI_3005G207900, SORBI_3005G144800, SORBI_3003G160400, SORBI_3002G229200, SORBI_3001G153000, SORBI_3001G183900, SORBI_3010G102432, SORBI_3009G070750, SORBI_3007G042150, SORBI_3007G145300, SORBI_3006G139200, SORBI_3005G157500, SORBI_3005G211600, SORBI_3004G324950, SORBI_3002G265700, SORBI_3001G209701			
N2.HOG0000298	OG0000044	n15						SORBI_3004G231100			
N2.HOG0000299	OG0000044	n44						SORBI_3001G185700, SORBI_3009G174833			
N2.HOG0000300	OG0000044	n58						SORBI_3003G220400, SORBI_3006G059150			
N2.HOG0000301	OG0000045	n0									Zm00001eb068750_P001
N2.HOG0000302	OG0000046	n59						SORBI_3005G102100			
N2.HOG0000303	OG0000046	n65						SORBI_3005G107800			
N2.HOG0000304	OG0000046	n71						SORBI_3007G170400			
N2.HOG0000305	OG0000046	n100						SORBI_3002G310500, SORBI_3005G164200, SORBI_3005G164300, SORBI_3008G036800, SORBI_3002G310400, SORBI_3004G175800, SORBI_3004G179000			
N2.HOG0000306	OG0000046	n120						SORBI_3002G310600			Zm00001eb322090_P001, Zm00001eb322120_P001
N2.HOG0000307	OG0000046	n136						SORBI_3002G020100			
N2.HOG0000308	OG0000046	n221						SORBI_3005G135300, SORBI_3005G135500, SORBI_3005G135700, SORBI_3005G135800, SORBI_3005G135600, SORBI_3005G135000			Zm00001eb198050_P001
N2.HOG0000309	OG0000046	n230						SORBI_3008G013500, SORBI_3003G118266			Zm00001eb116000_P001, Zm00001eb129120_P001, Zm00001eb129160_P001, Zm00001eb129220_P001, Zm00001eb129240_P001
N2.HOG0000310	OG0000046	n237						SORBI_3007G058900			Zm00001eb198030_P001
N2.HOG0000311	OG0000046	n268						SORBI_3005G136200, SORBI_3005G136300, SORBI_3005G136450, SORBI_3005G136600, SORBI_3005G137000, SORBI_3005G137100, SORBI_3005G137200, SORBI_3005G137300, SORBI_3005G136800			
N2.HOG0000312	OG0000047	n2						SORBI_3005G029800, SORBI_3005G030000, SORBI_3005G062900			
N2.HOG0000313	OG0000047	n9						SORBI_3009G019800, SORBI_3009G020600			Zm00001eb196580_P001, Zm00001eb299840_P001
N2.HOG0000314	OG0000047	n27						SORBI_3002G312600			
N2.HOG0000315	OG0000047	n198						SORBI_3007G006100, SORBI_3007G006200			
N2.HOG0000316	OG0000048	n26						SORBI_3002G391300, SORBI_3002G391400, SORBI_3002G391501			Zm00001eb025060_P001, Zm00001eb328790_P001, Zm00001eb328800_P001, Zm00001eb328820_P001, Zm00001eb328830_P001, Zm00001eb328840_P001
N2.HOG0000317	OG0000048	n34						SORBI_3002G391200			Zm00001eb328780_P001, Zm00001eb328810_P001
N2.HOG0000318	OG0000048	n92						SORBI_3002G391700, SORBI_3002G391800			Zm00001eb109950_P001, Zm00001eb109960_P001, Zm00001eb328860_P001
N2.HOG0000319	OG0000048	n130						SORBI_3002G391900			Zm00001eb328870_P001
N2.HOG0000320	OG0000048	n140						SORBI_3002G392100, SORBI_3002G392000			Zm00001eb109910_P001
N2.HOG0000321	OG0000048	n171						SORBI_3002G392200, SORBI_3002G392300			
N2.HOG0000322	OG0000048	n174						SORBI_3003G167300			
N2.HOG0000323	OG0000048	n214						SORBI_3001G360400			Zm00001eb017950_P001, Zm00001eb017960_P001
N2.HOG0000324	OG0000048	n219						SORBI_3001G360500			Zm00001eb017930_P001
N2.HOG0000325	OG0000049	n45						SORBI_3009G253600			Zm00001eb345130_P002, Zm00001eb345170_P001
N2.HOG0000326	OG0000049	n47						SORBI_3009G253101			Zm00001eb301710_P001
N2.HOG0000327	OG0000049	n48						SORBI_3005G011000, SORBI_3005G024600, SORBI_3010G113900, SORBI_3005G028300, SORBI_3007G087900, SORBI_3005G026500, SORBI_3005G026900, SORBI_3005G027600, SORBI_3005G027680, SORBI_3005G027760, SORBI_3005G027840, SORBI_3005G028200, SORBI_3005G030850, SORBI_3003G138550			
N2.HOG0000328	OG0000049	n61						SORBI_3002G054200, SORBI_3002G054100, SORBI_3002G057050, SORBI_3002G059700			
N2.HOG0000329	OG0000049	n64						SORBI_3005G168000			Zm00001eb065260_P001, Zm00001eb065270_P001, Zm00001eb114490_P002, Zm00001eb114520_P001, Zm00001eb114600_P001, Zm00001eb114660_P001, Zm00001eb114690_P001, Zm00001eb114740_P001
N2.HOG0000330	OG0000050	n8									Zm00001eb066980_P001, Zm00001eb066990_P002, Zm00001eb067000_P001, Zm00001eb067010_P002
N2.HOG0000331	OG0000050	n72						SORBI_3007G027601, SORBI_3007G031900			
N2.HOG0000332	OG0000050	n126						SORBI_3004G046700			
N2.HOG0000333	OG0000050	n143						SORBI_3004G062600			
N2.HOG0000334	OG0000050	n144						SORBI_3001G095366			
N2.HOG0000335	OG0000050	n155						SORBI_3002G123900, SORBI_3002G124200			
N2.HOG0000336	OG0000050	n160						SORBI_3010G086900, SORBI_3003G423400			
N2.HOG0000337	OG0000050	n187						SORBI_3007G187900			
N2.HOG0000338	OG0000051	n39						SORBI_3004G091500			
N2.HOG0000339	OG0000051	n54						SORBI_3004G047300, SORBI_3010G228800			Zm00001eb402690_P001
N2.HOG0000340	OG0000051	n56						SORBI_3004G091300			Zm00001eb407170_P001
N2.HOG0000341	OG0000051	n57						SORBI_3004G288200			
N2.HOG0000342	OG0000051	n105						SORBI_3003G069700, SORBI_3003G069950, SORBI_3003G070025			
N2.HOG0000343	OG0000051	n110						SORBI_3004G015500			Zm00001eb209330_P001
N2.HOG0000344	OG0000051	n112						SORBI_3002G086900			
N2.HOG0000345	OG0000051	n188						SORBI_3003G069750			
N2.HOG0000346	OG0000051	n191						SORBI_3004G169100			
N2.HOG0000347	OG0000051	n195						SORBI_3003G068400, SORBI_3003G068500, SORBI_3003G068100, SORBI_3003G068200, SORBI_3003G072000			Zm00001eb124080_P001, Zm00001eb336020_P001
N2.HOG0000348	OG0000051	n201						SORBI_3003G067600, SORBI_3003G069601			Zm00001eb124060_P001
N2.HOG0000349	OG0000051	n203						SORBI_3010G176700			Zm00001eb277240_P001
N2.HOG0000350	OG0000052	n3						SORBI_3003G048100, SORBI_3005G023301			Zm00001eb246380_P001
N2.HOG0000351	OG0000052	n8									Zm00001eb009210_P001, Zm00001eb036820_P001, Zm00001eb070580_P001, Zm00001eb082010_P001, Zm00001eb100030_P001, Zm00001eb101600_P001, Zm00001eb103780_P001, Zm00001eb109070_P001, Zm00001eb109080_P001, Zm00001eb129260_P001, Zm00001eb129720_P001, Zm00001eb137660_P001, Zm00001eb138170_P001, Zm00001eb175090_P001, Zm00001eb238490_P001, Zm00001eb238990_P002, Zm00001eb241460_P001, Zm00001eb245660_P001, Zm00001eb254000_P001, Zm00001eb254020_P001, Zm00001eb264500_P001, Zm00001eb282170_P001, Zm00001eb286510_P001, Zm00001eb321480_P002, Zm00001eb324940_P001, Zm00001eb332280_P001, Zm00001eb337580_P001, Zm00001eb340200_P001, Zm00001eb340930_P001, Zm00001eb372170_P001, Zm00001eb373410_P001, Zm00001eb381320_P002, Zm00001eb385560_P001, Zm00001eb399410_P001
